id,reply_id,reply_content,reply_date
2863545,헬마스터,똥을 파는 사업을 추진해보세요,06.10 12:32:32
2863545,개멍청한유라,트위터? 해볼게요  - dc App,06.10 13:06:53
2863544,개멍청한유라,a to z 다 하청시키던데요?  - dc App,06.10 12:18:04
2863544,글쓴 프갤러(211.235),님대기업임?,06.10 12:18:24
2863544,개멍청한유라,아뇨 하청이에오  - dc App,06.10 12:19:15
2863544,글쓴 프갤러(211.235),@개멍청한유라 아..네...,06.10 12:19:32
2863544,ㅇㅇ,하청이 다 해...,06.10 14:20:13
2863544,응게이(211.234),응 그냥 하청이 95%. 한다고 생각하면됨.,06.10 14:44:54
2863543,ㅆㅇㅆ(124.216),나도 그렇게 받고싶구나,06.10 12:14:57
2863543,글쓴 프갤러(211.235),ㄹㅇ,06.10 12:16:11
2863543,류류(118.235),그만큼 실적 경력이 있어야함 ㅇㅅㅇ,06.10 12:15:22
2863543,글쓴 프갤러(211.235),고졸 25년차도 받아주나요,06.10 12:15:46
2863536,류도그담당(211.184),옛날에 비베로 유틸만들고 놀던 아재들 보는거같구먼 ㅇㅅㅇ,06.10 11:24:57
2863536,ㅆㅇㅆ(124.216),ㅜㅜ,06.10 11:25:24
2863533,류도그담당(211.184),이거 왜 안되나요 권한이 없대요,06.10 11:18:21
2863533,아스카영원히사랑해,개새끼가 오늘 안으로 권한 준대,06.10 11:19:23
2863533,아스카영원히사랑해,개씨발 글 쓰자마자 요청사항 3번째 변경 해달라고 전화옴,06.10 11:22:11
2863533,아스카영원히사랑해,시발년이 왔다갔다 몇번을 변경하는 거야,06.10 11:23:33
2863533,ㅆㅇㅆ(124.216),섹스,06.10 11:18:34
2863533,아스카영원히사랑해,애널섹스,06.10 11:19:30
2863532,류도그담당(211.184),러씹좆 ㅁㅈㅎ,06.10 11:14:59
2863532,글쓴 프갤러(14.32),ㅗㅗ  - dc App,06.10 11:15:11
2863532,troublecoder,이게 맞다. 근데 gpt랑 rustc랑 존나 싸우는거 볼 수 있음 - dc App,06.10 11:15:54
2863531,troublecoder,호갱님 무는 것도 운빨이라.  - dc App,06.10 11:17:29
2863531,ㅆㅇㅆ(124.216),그러게요 형님,06.10 11:18:42
2863527,류도그담당(211.184),재귀함수,06.10 11:01:04
2863527,공기역학,근데 ㄹㅇ 이런 깡촌에서 염소고기를 왜파냐,06.10 11:01:39
2863527,공기역학,점심추천 계속 ㄱㄱ혓,06.10 11:01:53
2863527,류도그담당(211.184),한남충재귀해정식,06.10 11:03:37
2863527,공기역학,@류도그담당(211.184) 국밥도 땡기네 흠,06.10 11:04:31
2863527,류도그담당(211.184),나는 컬컬하게 매운 돼지국밥 좋아함 뻘건육수 ㅇㅅㅇ,06.10 11:05:14
2863527,공기역학,@류도그담당(211.184) ㅇㅋ ㅇㅅㅇ 반영해서 시키겠음,06.10 11:05:29
2863527,프갤러1(60.196),자바충 재귀해ㅠㅠ,06.10 12:03:25
2863527,공기역학,퓨ㅠㅠㅠㅠ,06.10 12:03:35
2863525,ㅆㅇㅆ찡,그거 제가 만듬,06.10 10:53:09
2863525,류도그담당(211.184),진짜 왜 안 만듬? 못 만드는건 아닐텐디 ㅇㅅㅇ,06.10 10:53:50
2863525,troublecoder,c++ 속도는 못 맞춤. 일단 컴파일타임에 타입도 결정되야해서;; 파이썬 느린 부분만 numba로 조지거나 가장 가까운 예로는 mojo인데 얘는 걍 소유권부터 SIMD까지 다 장착되어있어서 파이썬보다 난이도도 높고 서드파티 빈약해서 애매한 포지션임 - dc App,06.10 11:14:39
2863525,ㅇㅇ,농담 아니고 그게 template인데 오히려 사람들이 더 어려워 함,06.10 12:39:21
2863525,류도그담당(223.39),어려워,06.10 12:41:22
2863524,류도그담당(211.184),드르븐련,06.10 10:49:06
2863524,ㅇㅇ,킁킁,06.10 10:54:19
2863524,개멍청한유라,다 처먹어  - dc App,06.10 10:54:45
2863524,ㅆㅇㅆ찡,월급은 똥으로 받으리라,06.10 10:56:18
2863524,헬마스터,더멍유씨는 언제쯤 교양이란게 생길까요?,06.10 11:03:48
2863524,개멍청한유라,얼른 해줘 축하  - dc App,06.10 11:05:46
2863523,류도그담당(211.184),유현이 회사일때문에 바쁘데,06.10 10:48:33
2863523,ㅆㅇㅆ찡,니가 죽였어,06.10 10:49:54
2863523,프갤러1(211.235),니가 죽였어,06.10 11:51:37
2863522,류도그담당(211.184),나 씨플플 고순데,06.10 10:48:24
2863522,ㅆㅇㅆ찡,보지,06.10 10:49:42
2863522,갤러(125.141),ㅆㅇㅆ형 질문글쓴이인데 https://isocpp.github.io/CppCoreGuidelines/CppCoreGuidelines 이 링크가 코어가이드라인이야?  - dc App,06.10 20:58:27
2863522,갤러(125.141),위 링크 맞으면 비야네스트룹 책중에 a tour of c++ 책이랑 저 가이드라인 링크 사이트랑 둘중 맨처음 접하기 뭐가 나아? 봐도 모르겠어서 핑프식으로 질문하는건 좀 봐줘..  - dc App,06.10 21:00:55
2863522,ㅆㅇㅆ(124.216),@갤러(125.141) 걍 코어 가이드라인이 항상 최신이니 그거봐라,06.10 21:02:14
2863522,갤러(125.141),@ㅆㅇㅆ(124.216) 저 링크 맞음? 책 아니라 잘 안읽혀서 그려 ㅠ  - dc App,06.10 21:02:51
2863522,ㅆㅇㅆ(124.216),@갤러(125.141) ㅇㅇ 그거 맞음,06.10 21:07:27
2863522,갤러(125.141),@ㅆㅇㅆ(124.216) 고마우잉  - dc App,06.10 21:08:11
2863520,개멍청한유라,다들 그래 걱정말도록  - dc App,06.10 10:47:38
2863520,프갤러1(211.235),공백이얼마길래,06.10 11:51:22
